symbol,name,sector,industry
STEELCAS,Steelcast Limited,,
STEELCITY,Steel City Securities Limited,,
STEELXIND,Steel Exchange India Limited,,
STEL,STEL Holdings Limited,,
STERTOOLS,Sterling Tools Limited,,
STLNETWORK,STL Networks Limited,,
STLTECH,Sterlite Technologies Limited,,
STOVEKRAFT,Stove Kraft Limited,,
STRIDERS,Striders Impex Limited,,
STUDDS,Studds Accessories Limited,,
STUDIOLSD,Studio LSD Limited,,
STYL,Seshaasai Technologies Limited,,
STYLAMIND,Stylam Industries Limited,,
STYLEBAAZA,Baazar Style Retail Limited,,
STYRENIX,Styrenix Performance Materials Limited,,
SUBAHOTELS,Suba Hotels Limited,,
SUBEXLTD,Subex Limited,,
SUBROS,Subros Limited,,
SUDARCOLOR,Sudarshan Colorants India Limited,,
SUDARSCHEM,Sudarshan Chemical Industries Limited,,
SUDEEPPHRM,Sudeep Pharma Limited,,
SUKHJITS,The Sukhjit Starch & Chemicals Limited,,
SULA,Sula Vineyards Limited,,
SUMEETINDS,Sumeet Industries Limited,,
SUMICHEM,Sumitomo Chemical India Limited,,
SUMIT,Sumit Woods Limited,,
SUMMITSEC,Summit Securities Limited,,
SUNCLAY,Sundaram-Clayton Limited,,
SUNDARAM,Sundaram Multi Pap Limited,,
SUNDARMFIN,Sundaram Finance Limited,,
SUNDRMBRAK,Sundaram Brake Linings Limited,,
SUNDRMFAST,Sundram Fasteners Limited,,
SUNDROP,Sundrop Brands Limited,,
SUNFLAG,Sunflag Iron and Steel Company Limited,,
SUNLITE,Sunlite Recycling Industries Limited,,
SUNPHARMA,Sun Pharmaceutical Industries Limited,,
SUNREST,Sunrest Lifescience Limited,,
SUNTECH,Suntech Infra Solutions Limited,,
SUNTECK,Sunteck Realty Limited,,
SUNTV,Sun TV Network Limited,,
SUPERHOUSE,Superhouse Limited,,
SUPERSPIN,Super Spinning Mills Limited,,
SUPRAJIT,Suprajit Engineering Limited,,
SUPREME,Supreme Holdings & Hospitality (India) Limited,,
SUPREMEENG,Supreme Engineering Limited,,
SUPREMEIND,The Supreme Industries Limited,,
SUPREMEINF,Supreme Infrastructure India Limited,,
SUPREMEPWR,Supreme Power Equipment Limited,,
SUPRIYA,Supriya Lifescience Limited,,
SURAJEST,Suraj Estate Developers Limited,,
SURAJLTD,Suraj Limited,,
SURAKSHA,Suraksha Diagnostic Limited,,
SURANASOL,Surana Solar Limited,,
SURANAT_P,Surana Telecom and Power Limited,,
SURANI,Surani Steel Tubes Limited,,
SURYALA,Suryalata Spinning Mills Limited,,
SURYALAXMI,Suryalakshmi Cotton Mills Limited,,
SURYAROSNI,Surya Roshni Limited,,
SURYODAY,Suryoday Small Finance Bank Limited,,
SUTLEJTEX,Sutlej Textiles and Industries Limited,,
SUULD,Suumaya Industries Limited,,
SUVEN,Suven Life Sciences Limited,,
SUVIDHAA,Suvidhaa Infoserve Limited,,
SUYOG,Suyog Telematics Limited,,
SUZLON,Suzlon Energy Limited,,
SVLL,Shree Vasu Logistics Limited,,
SVPGLOB,SVP Global Textiles Limited,,
SWANCORP,Swan Corp Limited,,
SWANDEF,Swan Defence and Heavy Industries Limited,,
SWARAJ,Swaraj Suiting Limited,,
SWARAJENG,Swaraj Engines Limited,,
SWASTIK,Swastik Pipe Limited,,
SWELECTES,Swelect Energy Systems Limited,,
SWIGGY,Swiggy Limited,,
SWSOLAR,Sterling and Wilson Renewable Energy Limited,,
SYLVANPLY,Sylvan Plyboard (India) Limited,,
SYMPHONY,Symphony Limited,,
SYNCOMF,Syncom Formulations (India) Limited,,
SYNGENE,Syngene International Limited,,
SYNOPTICS,Synoptics Technologies Limited,,
SYRMA,Syrma SGS Technology Limited,,
SYSTANGO,Systango Technologies Limited,,
SYSTMTXC,Systematix Corporate Services Limited,,
S_SPOWER,S&S Power Switchgear Limited,,
TAALTECH,TAAL Tech Limited,,
TAC,TAC Infosec Limited,,
TAINWALCHM,Tainwala Chemicals and Plastics (India) Limited,,
TAJGVK,TAJGVK Hotels & Resorts Limited,,
TAKE,TAKE LIMITED,,
TALBROAUTO,Talbros Automotive Components Limited,,
TAMBOLIIN,Tamboli Industries Limited,,
TANKUP,Tankup Engineers Limited,,
TANLA,Tanla Platforms Limited,,
TAPIFRUIT,Tapi Fruit Processing Limited,,
TARACHAND,Tara Chand Infralogistic Solutions Limited,,
TARAPUR,Tarapur Transformers Limited,,
TARC,TARC Limited,,
TARIL,Transformers and Rectifiers (India) Limited,,
TARMAT,Tarmat Limited,,
TARSONS,Tarsons Products Limited,,
TASTYBITE,Tasty Bite Eatables Limited,,
TATACAP,Tata Capital Limited,,
TATACHEM,Tata Chemicals Limited,,
TATACOMM,Tata Communications Limited,,
TATACONSUM,Tata Consumer Products Limited,,
TATAELXSI,Tata Elxsi Limited,,
TATAINVEST,Tata Investment Corporation Limited,,
TATAPOWER,The Tata Power Company Limited,,
TATASTEEL,Tata Steel Limited,,
TATATECH,Tata Technologies Limited,,
TATVA,Tatva Chintan Pharma Chem Limited,,
TAURIAN,Taurian MPS Limited,,
TBI,TBI Corn Limited,,
TBOTEK,TBO Tek Limited,,
TBZ,Tribhovandas Bhimji Zaveri Limited,,
TCC,TCC Concept Limited,,
TCI,Transport Corporation of India Limited,,
TCIEXP,TCI Express Limited,,
TCIFINANCE,TCI Finance Limited,,
TCL,Thaai Casting Limited,,
TCPLPACK,TCPL Packaging Limited,,
TCS,Tata Consultancy Services Limited,,
TDPOWERSYS,TD Power Systems Limited,,
TEAMGTY,Team India Guaranty Limited,,
TEAMLEASE,TeamLease Services Limited,,
TEAMTECH,TeamTech Formwork Solutions Limited,,
TECHD,TechD Cybersecurity Limited,,
TECHERA,TechEra Engineering (India) Limited,,
TECHIN,Techindia Nirman Limited,,
TECHLABS,Trident Techlabs Limited,,
TECHM,Tech Mahindra Limited,,
TECHNOE,Techno Electric & Engineering Company Limited,,
TECHNVISN,TechNVision Ventures Limited,,
TECILCHEM,Tecil Chemicals and Hydro Power Ltd.,,
TEGA,Tega Industries Limited,,
TEJA,Teja Engineering Industries Limited,,
TEJASCARGO,Tejas Cargo India Limited,,
TEJASNET,Tejas Networks Limited,,
TEMBO,Tembo Global Industries Limited,,
TENNIND,Tenneco Clean Air India Limited,,
TERASOFT,Tera Software Limited,,
TEXINFRA,Texmaco Infrastructure & Holdings Limited,,
TEXMOPIPES,Texmo Pipes and Products Limited,,
TEXRAIL,Texmaco Rail & Engineering Limited,,
TFCILTD,Tourism Finance Corporation of India Limited,,
TFL,Transwarranty Finance Limited,,
TGBHOTELS,TGB Banquets and Hotels Limited,,
TGL,Teerth Gopicon Limited,,
THACKER,Thacker and Company Limited,,
THAKDEV,Thakkers Developers Limited,,
THANGAMAYL,Thangamayil Jewellery Limited,,
THEINVEST,The Investment Trust of India Limited,,
THEJO,Thejo Engineering Limited,,
THELEELA,Leela Palaces Hotels & Resorts Limited,,
THEMISMED,Themis Medicare Limited,,
THERMAX,Thermax Limited,,
THESL,Thinking Hats Entertainment Solutions Limited,,
THOMASCOOK,Thomas Cook (India) Limited,,
THOMASCOTT,Thomas Scott (India) Limited,,
THYROCARE,Thyrocare Technologies Limited,,
TI,Tilaknagar Industries Ltd.,,
TICL,Twamev Construction and Infrastructure Limited,,
TIGERLOGS,Tiger Logistics (India) Limited,,
TIIL,Technocraft Industries (India) Limited,,
TIINDIA,Tube Investments of India Limited,,
TIJARIA,Tijaria Polypipes Limited,,
TIL,TIL Limited,,
TIMESCAN,Timescan Logistics (India) Limited,,
TIMETECHNO,Time Technoplast Limited,,
TIMEX,Timex Group India Limited,,
TIMKEN,Timken India Limited,,
TINNARUBR,Tinna Rubber and Infrastructure Limited,,
TIPSFILMS,Tips Films Limited,,
TIPSMUSIC,Tips Music Limited,,
TIRUMALCHM,Thirumalai Chemicals Limited,,
TIRUPATI,Shree Tirupati Balajee FIBC Limited,,
TIRUPATIFL,Tirupati Forge Limited,,
TITAGARH,Titagarh Rail Systems Limited,,
TITAN,Titan Company Limited,,
TMB,Tamilnad Mercantile Bank Limited,,
TMCV,Tata Motors Limited,,
TMPV,Tata Motors Passenger Vehicles Limited,,
TNPETRO,Tamilnadu Petroproducts Limited,,
TNPL,Tamil Nadu Newsprint and Papers Limited,,
TNTELE,Tamilnadu Telecommunications Limited,,
TOKYOPLAST,Tokyo Plast International Limited,,
TOLINS,Tolins Tyres Limited,,
TORNTPHARM,Torrent Pharmaceuticals Limited,,
TORNTPOWER,Torrent Power Limited,,
TOTAL,Total Transport Systems Limited,,
TOUCHWOOD,Touchwood Entertainment Limited,,
TPHQ,Teamo Productions HQ Limited,,
TPLPLASTEH,TPL Plastech Limited,,
TRACXN,Tracxn Technologies Limited,,
TRANSPEK,Transpek Industry Limited,,
TRANSRAILL,Transrail Lighting Limited,,
TRANSTEEL,Transteel Seating Technologies Limited,,
TRANSWIND,Transwind Infrastructures Limited,,
TRANSWORLD,Transworld Shipping Lines Limited,,
TRAVELFOOD,Travel Food Services Limited,,
TREEHOUSE,Tree House Education & Accessories Limited,,
TREJHARA,Trejhara Solutions Limited,,
TREL,Transindia Real Estate Limited,,
TRENT,Trent Limited,,
TRF,TRF Limited,,
TRIDENT,Trident Limited,,
TRIDHYA,Tridhya Tech Limited,,
TRIGYN,Trigyn Technologies Limited,,
TRITURBINE,Triveni Turbine Limited,,
TRIVENI,Triveni Engineering & Industries Limited,,
TROM,Trom Industries Limited,,
TRU,TruCap Finance Limited,,
TRUALT,TruAlt Bioenergy Limited,,
TRUST,Trust Fintech Limited,,
TSC,TSC India Limited,,
TSFINV,TSF Investments Limited,,
TTKHLTCARE,TTK Healthcare Limited,,
TTKPRESTIG,TTK Prestige Limited,,
TTL,T.T. Limited,,
TTML,Tata Teleservices (Maharashtra) Limited,,
TUNWAL,Tunwal E-Motors Limited,,
TURTLEMINT,Turtlemint Fintech Solutions Limited,,
TVSELECT,TVS Electronics Limited,,
TVSHLTD,TVS Holdings Limited,,
TVSMOTOR,TVS Motor Company Limited,,
TVSSCS,TVS Supply Chain Solutions Limited,,
TVSSRICHAK,TVS Srichakra Limited,,
TVTODAY,T.V. Today Network Limited,,
TVVISION,TV Vision Limited,,
UBL,United Breweries Limited,,
UCAL,UCAL Limited,,
UCL,Ushanti Colour Chem Limited,,
UCOBANK,UCO Bank,,
UDS,Updater Services Limited,,
UEL,Ujaas Energy Limited,,
UFBL,United Foodbrands Limited,,
UFLEX,Uflex Limited,,
UFO,UFO Moviez India Limited,,
UGARSUGAR,The Ugar Sugar Works Limited,,
UGROCAP,UGRO Capital Limited,,
UHTL,United Heat Transfer Limited,,
UJJIVANSFB,Ujjivan Small Finance Bank Limited,,
ULTRACEMCO,UltraTech Cement Limited,,
ULTRAMAR,Ultramarine & Pigments Limited,,
UMA,Uma Converter Limited,,
UMAEXPORTS,Uma Exports Limited,,
UMESLTD,Usha Martin Education & Solutions Limited,,
UMIYA.MRO,Umiya Buildcon Limited,,
UNICHEMLAB,Unichem Laboratories Limited,,
UNIDT,United Drilling Tools Limited,,
UNIECOM,Unicommerce eSolutions Limited,,
UNIENTER,Uniphos Enterprises Limited,,
UNIHEALTH,Unihealth Hospitals Limited,,
UNIINFO,Uniinfo Telecom Services Limited,,
UNILEX,Unilex Colours and Chemicals Limited,,
UNIMECH,Unimech Aerospace and Manufacturing Limited,,
UNIONBANK,Union Bank of India,,
UNIPARTS,Uniparts India Limited,,
UNITDSPR,United Spirits Limited,,
UNITECH,Unitech Limited,,
UNITEDPOLY,United Polyfab Gujarat Limited,,
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,,
UNIVAFOODS,Univa Foods Limited,,
UNIVASTU,Univastu India Limited,,
UNIVCABLES,Universal Cables Limited,,
UNIVPHOTO,Universus Photo Imagings Limited,,
UNOMINDA,Uno Minda Limited,,
UPL,UPL Limited,,
UPLPP1,UPL Limited,,
URAVIDEF,Uravi Defence and Technology Limited,,
URBAN,Urban Enviro Waste Management Limited,,
URBANCO,Urban Company Limited,,
URJA,Urja Global Limited,,
USASEEDS,Upsurge Seeds Of Agriculture Limited,,
USHAFIN,Usha Financial Services Limited,,
USHAMART,Usha Martin Limited,,
USK,Udayshivakumar Infra Limited,,
UTIAMC,UTI Asset Management Company Limited,,
UTKAL,Utkal Speciality Industries India Limited,,
UTKARSHBNK,Utkarsh Small Finance Bank Limited,,
UTLSOLAR,Fujiyama Power Systems Limited,,
UTSSAV,Utssav CZ Gold Jewels Limited,,
UTTAMSUGAR,Uttam Sugar Mills Limited,,
UWCSL,Ultra Wiring Connectivity System Limited,,
UYFINCORP,U. Y. Fincorp Limited,,
V2RETAIL,V2 Retail Limited,,
VADILALIND,Vadilal Industries Limited,,
VAIBHAVGBL,Vaibhav Global Limited,,
VAISHALI,Vaishali Pharma Limited,,
VAKRANGEE,Vakrangee Limited,,
VALIANTLAB,Valiant Laboratories Limited,,
VALIANTORG,Valiant Organics Limited,,
VALUE360,Value 360 Communication Limited,,
VAML,Vedanta Aluminium Metal Limited,,
VARDHACRLC,Vardhman Acrylics Limited,,
VARDMNPOLY,Vardhman Polytex Limited,,
VARROC,Varroc Engineering Limited,,
VASCONEQ,Vascon Engineers Limited,,
VASWANI,Vaswani Industries Limited,,
VBL,Varun Beverages Limited,,
VCL,Vaxtex Cotfab Limited,,
VDEAL,Vdeal System Limited,,
VEDL,Vedanta Limited,,
VEDPOWER,Vedanta Power Limited,,
VEEDOL,Veedol Corporation Limited,,
VEEKAYEM,Veekayem Fashion and Apparels Limited,,
VELJAN,Veljan Denison Limited,,
VELS,VELS Film International Limited,,
VENKEYS,Venky's (India) Limited,,
VENTIVE,Ventive Hospitality Limited,,
VENUSPIPES,Venus Pipes and Tubes Limited,,
VENUSREM,Venus Remedies Limited,,
VERA,Vera Synthetic Limited,,
VERANDA,Veranda Learning Solutions Limited,,
VERITAAS,Veritaas Advertising Limited,,
VERTEXPLUS,Vertexplus Technologies Limited,,
VERTOZ,Vertoz Limited,,
VESUVIUS,Vesuvius India Limited,,
VETO,Veto Switchgears and Cables Limited,,
VGINFOTECH,Virtual Galaxy Infotech Limited,,
VGL,Varvee Global Limited,,
VGUARD,V-Guard Industries Limited,,
VHL,Vardhman Holdings Limited,,
VHLTD,Viceroy Hotels Limited,,
VIAZ,Viaz Tyres Limited,,
VICTORYEV,Victory Electric Vehicles International Limited,,
VIDHIING,Vidhi Specialty Food Ingredients Limited,,
VIDYAWIRES,Vidya Wires Limited,,
VIESL,Vision Infra Equipment Solutions Limited,,
VIGOR,Vigor Plast India Limited,,
VIJAYA,Vijaya Diagnostic Centre Limited,,
VIJAYPD,VijayPD Ceutical Limited,,
VIJIFIN,Viji Finance Limited,,
VIKASECO,Vikas Ecotech Limited,,
VIKASLIFE,Vikas Lifecare Limited,,
VIKRAMSOLR,Vikram Solar Limited,,
VIKRAN,Vikran Engineering Limited,,
VILAS,Vilas Transcore Limited,,
VILINBIO,Vilin Bio Med Limited,,
VIMTALABS,Vimta Labs Limited,,
VINATIORGA,Vinati Organics Limited,,
VINCOFE,Vintage Coffee and Beverages Limited,,
VINDHYATEL,Vindhya Telelinks Limited,,
VINEETLAB,Vineet Laboratories Limited,,
VINNY,Vinny Overseas Limited,,
VINSYS,Vinsys IT Services India Limited,,
VINYAS,Vinyas Innovative Technologies Limited,,
VINYLINDIA,Vinyl Chemicals (India) Limited,,
VIPCLOTHNG,VIP Clothing Limited,,
VIPIND,V.I.P. Industries Limited,,
VIPULLTD,Vipul Limited,,
VIRINCHI,Virinchi Limited,,
VISACHROME,VISA Chrome Limited,,
VISAKAIND,Visaka Industries Limited,,
VISAMAN,Visaman Global Sales Limited,,
VISHNU,Vishnu Chemicals Limited,,
VISHNUINFR,Vishnusurya Projects and Infra Limited,,
VISHWARAJ,Vishwaraj Sugar Industries Limited,,
VISHWAS,Vishwas Agri Seeds Limited,,
VISL,Vedanta Iron and Steel Limited,,
VITAL,Vital Chemtech Limited,,
VIVIANA,Viviana Power Tech Limited,,
VIVIDEL,Vivid Electromech Limited,,
VIVIDHA,Visagar Polytex Limited,,
VIVIMEDLAB,Vivimed Labs Limited,,
VIVO,Vivo Collaboration Solutions Limited,,
VIYASH,Viyash Scientific Limited,,
VLEGOV,VL E-Governance & IT Solutions Limited,,
VLINFRA,V.L.Infraprojects Limited,,
VLSFINANCE,VLS Finance Limited,,
VMARCIND,V-MARC India Limited,,
VMART,V-Mart Retail Limited,,
VMM,Vishal Mega Mart Limited,,
VMOBILE,Vinit Mobile Limited,,
VMSTMT,VMS TMT Limited,,
VOEPL,Virtuoso Optoelectronics Limited,,
VOGL,Vedanta Oil and Gas Limited,,
VOLERCAR,Voler Car Limited,,
VOLTAMP,Voltamp Transformers Limited,,
VOLTAS,Voltas Limited,,
VPRPL,Vishnu Prakash R Punglia Limited,,
VR,V R Infraspace Limited,,
VRAJ,Vraj Iron and Steel Limited,,
VRLLOG,VRL Logistics Limited,,
VSCL,Vadivarhe Speciality Chemicals Limited,,
VSSL,Vardhman Special Steels Limited,,
VSTIND,VST Industries Limited,,
VSTL,Vibhor Steel Tubes Limited,,
VSTTILLERS,V.S.T. Tillers Tractors Limited,,
VTL,Vardhman Textiles Limited,,
WAAREEENER,Waaree Energies Limited,,
WAAREEINDO,Indosolar Limited,,
WAAREERTL,Waaree Renewable Technologies Limited,,
WABAG,VA Tech Wabag Limited,,
WAKEFIT,Wakefit Innovations Limited,,
WALCHANNAG,Walchandnagar Industries Limited,,
WALPAR,Walpar Nutritions Limited,,
WANBURY,Wanbury Limited,,
WCIL,Western Carriers (India) Limited,,
WEALTH,Wealth First Portfolio Managers Limited,,
WEBELSOLAR,Websol Energy System Limited,,
WEIZMANIND,Weizmann Limited,,
WEL,Wonder Electricals Limited,,
WELCORP,Welspun Corp Limited,,
WELENT,Welspun Enterprises Limited,,
WELINV,Welspun Investments and Commercials Limited,,
WELSPLSOL,Welspun Specialty Solutions Limited,,
WELSPUNLIV,Welspun Living Limited,,
WENDT,Wendt (India) Limited,,
WESTLIFE,Westlife Foodworld Limited,,
WEWIN,We Win Limited,,
WEWORK,WeWork India Management Limited,,
WHEELS,Wheels India Limited,,
WHIRLPOOL,Whirlpool of India Limited,,
WHITEFORCE,Happy Square Outsourcing Services Limited,,
WILLAMAGOR,Williamson Magor & Co. Limited,,
WIMPLAST,Wim Plast Limited,,
WINDLAS,Windlas Biotech Limited,,
WINDMACHIN,Windsor Machines Limited,,
WINSOL,Winsol Engineers Limited,,
WINSOME,Winsome Yarns Limited,,
WIPL,The Western India Plywoods Limited,,
WIPRO,Wipro Limited,,
WOCKPHARMA,Wockhardt Limited,,
WOL3D,WOL 3D India Limited,,
WOMANCART,Womancart Limited,,
WONDERLA,Wonderla Holidays Limited,,
WORTHPERI,Worth Peripherals Limited,,
WPIL,WPIL Limited,,
WSI,W.S. Industries (India) Limited,,
WSTCSTPAPR,West Coast Paper Mills Limited,,
WTICAB,Wise Travel India Limited,,
XCHANGING,Xchanging Solutions Limited,,
XELPMOC,Xelpmoc Design and Tech Limited,,
XPROINDIA,Xpro India Limited,,
XTGLOBAL,XTGlobal Infotech Limited,,
XTRANET,Xtranet Technologies Limited,,
YAAP,Yaap Digital Limited,,
YASHO,Yasho Industries Limited,,
YASHOPTICS,Yash Optics & Lens Limited,,
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,,
YATRA,Yatra Online Limited,,
YCCL,Yasons Chemex Care Limited,,
YESBANK,Yes Bank Limited,,
YUDIZ,Yudiz Solutions Limited,,
YUKEN,Yuken India Limited,,
ZAGGLE,Zaggle Prepaid Ocean Services Limited,,
ZEAL,Zeal Global Services Limited,,
ZEEL,Zee Entertainment Enterprises Limited,,
ZEELEARN,Zee Learn Limited,,
ZEEMEDIA,Zee Media Corporation Limited,,
ZENITHDRUG,Zenith Drugs Limited,,
ZENITHEXPO,Zenith Exports Limited,,
ZENITHSTL,Zenith Steel Pipes & Industries Limited,,
ZENSARTECH,Zensar Technologies Limited,,
ZENTEC,Zen Technologies Limited,,
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,,
ZFSTEERING,ZF Steering Gear (India) Limited,,
ZIMLAB,ZIM Laboratories Limited,,
ZODIAC,Zodiac Energy Limited,,
ZODIACLOTH,Zodiac Clothing Company Limited,,
ZOTA,Zota Health Care Limited,,
ZSARACOM,Saraswati Commercial (India) Limited,,
ZTECH,Z-Tech (India) Limited,,
ZUARI,Zuari Agro Chemicals Limited,,
ZUARIIND,Zuari Industries Limited,,
ZYDUSLIFE,Zydus Lifesciences Limited,,
ZYDUSWELL,Zydus Wellness Limited,,
